timestamp	hw_id	os	log_type	condition	stack_trace
2024/05/07 01:08:00.298	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	[OVRManager] OnApplicationPause(false)	UnityEngine.Debug:Log (object)\n OVRManager:OnApplicationPause (bool) (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRManager.cs:3017)\n 	
2024/05/07 01:08:00.304	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	[OVRManager] OnApplicationFocus(false)	UnityEngine.Debug:Log (object)\n OVRManager:OnApplicationFocus (bool) (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRManager.cs:3029)\n 	
2024/05/07 01:08:00.348	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	datapath: C:/Users/Ethan/AppData/LocalLow/UniversityofGeorgia/LeftRightStudy	UnityEngine.Debug:Log (object)\n MyLogger:Start () (at Assets/MyLogger.cs:24)\n 	
2024/05/07 01:08:00.348	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	OVRControllerHelp: Active controller type: TouchPlus for product Meta Quest 3 (headset Meta_Link_Quest_3, hand HandLeft)	UnityEngine.Debug:LogFormat (string,object[])\n OVRControllerHelper:InitializeControllerModels () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/Util/OVRControllerHelper.cs:218)\n OVRControllerHelper:Start () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/Util/OVRControllerHelper.cs:134)\n 	
2024/05/07 01:08:00.349	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	OVRControllerHelp: Active controller type: TouchPlus for product Meta Quest 3 (headset Meta_Link_Quest_3, hand HandRight)	UnityEngine.Debug:LogFormat (string,object[])\n OVRControllerHelper:InitializeControllerModels () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/Util/OVRControllerHelper.cs:218)\n OVRControllerHelper:Start () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/Util/OVRControllerHelper.cs:134)\n 	
2024/05/07 01:08:00.394	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	datapath: C:/Users/Ethan/AppData/LocalLow/UniversityofGeorgia/LeftRightStudy	UnityEngine.Debug:Log (object)\n CSVWriter:Start () (at Assets/CSVWriter.cs:8)\n 	
2024/05/07 01:08:00.424	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	[OVRManager] HMDAcquired event	UnityEngine.Debug:Log (object)\n OVRManager:Update () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRManager.cs:2527)\n 	
2024/05/07 01:08:00.425	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	[OVRManager] InputFocusLost event	UnityEngine.Debug:Log (object)\n OVRManager:Update () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRManager.cs:2615)\n 	
2024/05/07 01:08:00.425	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	Recenter event detected	UnityEngine.Debug:Log (object)\n OVRDisplay:Update () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRDisplay.cs:133)\n OVRManager:Update () (at ./Library/PackageCache/com.meta.xr.sdk.core@62.0.0/Scripts/OVRManager.cs:2719)\n 	
2024/05/07 01:08:00.432	zKwJB6+VlTr6ZTc	Windows 11  (10.0.22621) 64bit (Editor)	Log	The game is in Idle State	UnityEngine.Debug:Log (object)\n LeftRightGameManager:HandleGameState () (at Assets/Scripts/LeftRightGameManager.cs:127)\n LeftRightGameManager:Update () (at Assets/Scripts/LeftRightGameManager.cs:120)\n 	
